Rank,Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel_Type,Video_Views_Rank,Country_Rank,Channel_Type_Rank,Video_Views_For_The_Last_30_Days,Lowest_Monthly_Earnings,Highest_Monthly_Earnings,Lowest_Yearly_Earnings,Highest_Yearly_Earnings,Subscribers_For_Last_30_Days,Created_Year,Created_Month,Created_Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban_Population,Latitude,Longitude
328,Dua Lipa,21800000,11288359365.0,Music,Dua Lipa,164,United Kingdom,GB,Music,368,14,87,128047000.0,32000.0,512200.0,384100.0,6100000.0,100000,1970-01-01 00:00:00.000002011,Feb,5,60.0,66834405,3.85,55908316,55.378051,-3.435973
329,OneDirectionVEVO,21800000,12140232004.0,Music,OneDirectionVEVO,266,United Kingdom,GB,Music,322,14,87,51134000.0,12800.0,204500.0,153400.0,2500000.0,0,1970-01-01 00:00:00.000002010,Dec,4,60.0,66834405,3.85,55908316,55.378051,-3.435973
330,Rotana,21800000,19329351143.0,Music,rotana5018,135,Unknown,Unknown,Music,926975,0,2709,10571.0,3.0,42.0,32.0,507.0,100,1970-01-01 00:00:00.000002011,Oct,27,0.0,0,0.0,0,0.0,0.0
331,Netflix India,21800000,7780934187.0,People & Blogs,NETFLIX INDIA,1,Unknown,Unknown,People,4052308,0,7665,408.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002017,Sep,24,0.0,0,0.0,0,0.0,0.0
332,Sourav Joshi Vlogs,21700000,9392093496.0,People & Blogs,Sourav Joshi Vlogs,1390,Unknown,Unknown,People,498,0,13,265336000.0,66300.0,1100000.0,796000.0,12700000.0,400000,1970-01-01 00:00:00.000002019,Feb,19,0.0,0,0.0,0,0.0,0.0
333,ZAMZAM ELECTRONICS TRADING,21700000,8507818877.0,Unknown,ZAMZAM ELECTRONICS TRADING,15126,United Arab Emirates,AE,People,608,4,14,1598000000.0,399600.0,6400000.0,4800000.0,76700000.0,3400000,1970-01-01 00:00:00.000002020,Dec,19,36.8,9770529,2.35,8479744,23.424076,53.847818
334,DUDU e CAROL,21600000,9597894786.0,Autos & Vehicles,DUDU e CAROL,2942,Brazil,BR,Entertainment,481,15,90,193174000.0,48300.0,772700.0,579500.0,9300000.0,300000,1970-01-01 00:00:00.000002013,Mar,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528
335,Village Cooking Channel,21600000,5863377051.0,Howto & Style,Village Cooking Channel,219,India,IN,Howto,1082,66,9,194604000.0,48700.0,778400.0,583800.0,9300000.0,400000,1970-01-01 00:00:00.000002018,Apr,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
336,Eva Bravo Play,21600000,9346383505.0,Entertainment,Eva Bravo Play,228,United States,US,Entertainment,507,96,90,63919000.0,16000.0,255700.0,191800.0,3100000.0,0,1970-01-01 00:00:00.000002019,May,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
337,Tekashi 6ix9ine,21500000,5890180734.0,People & Blogs,Tekashi 6ix9ine,51,United States,US,Music,1081,96,88,113542000.0,28400.0,454200.0,340600.0,5400000.0,200000,1970-01-01 00:00:00.000002018,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
338,Tlnovelas,21500000,15013096899.0,News & Politics,tlnovelas,158,Mexico,MX,Entertainment,1936958,2063,2940,15459.0,4.0,62.0,46.0,742.0,0,1970-01-01 00:00:00.000002014,Jan,2,40.2,126014024,3.42,102626859,23.634501,-102.552784
339,SMOL,21500000,22065582014.0,People & Blogs,Claudio,6,Unknown,Unknown,Music,4057657,0,5782,3.0,0.0,0.01,0.01,0.14,0,1970-01-01 00:00:00.000002006,Apr,2,0.0,0,0.0,0,0.0,0.0
340,invictor,21500000,8409641722.0,Gaming,INVICTOR,17,Chile,CL,People,4038708,2889,7518,49.0,0.01,0.2,0.15,2.0,4,1970-01-01 00:00:00.000002016,Jul,26,88.5,18952038,7.09,16610135,-35.675147,-71.542969
341,YOLO,21400000,1573058816.0,Comedy,YOLO,0,Germany,DE,Unknown,4057944,3810,0,0.0,0.0,0.0,0.0,0.0,5,1970-01-01 00:00:00.000002013,Jun,11,70.2,83132799,3.04,64324835,51.165691,10.451526
342,Sidhu Moose Wala,21400000,6264261757.0,Music,Sidhu Moose Wala,114,India,IN,Music,987,67,89,160690000.0,40200.0,642800.0,482100.0,7700000.0,500000,1970-01-01 00:00:00.000002017,Oct,30,28.1,1366417754,5.36,471031528,20.593684,78.96288
343,The Royalty Family,21300000,6269945014.0,People & Blogs,The Royalty Family,733,United States,US,People,982,98,15,160227000.0,40100.0,640900.0,480700.0,7700000.0,200000,1970-01-01 00:00:00.000002017,Apr,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
344,Becky G,21300000,10644857969.0,Music,Becky G,78,United States,US,Music,396,98,90,103171000.0,25800.0,412700.0,309500.0,5000000.0,100000,1970-01-01 00:00:00.000002011,Sep,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
345,Ishaan Ali 11,21300000,12761253839.0,People & Blogs,Ishaan Ali 11,951,India,IN,People,301,68,16,729409000.0,182400.0,2900000.0,2200000.0,35000000.0,1600000,1970-01-01 00:00:00.000002016,Jul,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
346,Infinite,21300000,5141834668.0,Entertainment,Infinite,1608,United States,US,Entertainment,1296,98,93,68350000.0,17100.0,273400.0,205100.0,3300000.0,200000,1970-01-01 00:00:00.000002014,Aug,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
347,Azhan5star,21300000,10047736580.0,Entertainment,Azhan5star,669,India,IN,Entertainment,436,67,92,236293000.0,59100.0,945200.0,708900.0,11300000.0,600000,1970-01-01 00:00:00.000002021,Feb,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
348,Dangal TV Channel,21300000,12895427184.0,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,291,67,92,561020000.0,140300.0,2200000.0,1700000.0,26900000.0,700000,1970-01-01 00:00:00.000002017,Aug,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
349,Khan GS Research Centre,21200000,2073073070.0,Education,KHAN GS RESEARCH CENTRE,1,Unknown,Unknown,People,4057930,0,7727,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002017,Jan,5,0.0,0,0.0,0,0.0,0.0
350,GMA Public  Affairs,21200000,11364908616.0,Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,359,4,7,142317000.0,35600.0,569300.0,427000.0,6800000.0,200000,1970-01-01 00:00:00.000002009,Aug,8,35.5,108116615,2.15,50975903,12.879721,121.774017
351,Tasty,21100000,5783557209.0,Howto & Style,Tasty,4728,United States,US,Howto,1113,99,10,24691000.0,6200.0,98800.0,74100.0,1200000.0,0,1970-01-01 00:00:00.000002016,Jan,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
352,Baim Paula,21100000,4526271677.0,People & Blogs,Baim Paula,2325,Indonesia,ID,Entertainment,1583,8,94,26974000.0,6700.0,107900.0,80900.0,1300000.0,100000,1970-01-01 00:00:00.000002016,Jun,4,36.3,270203917,4.69,151509724,-0.789275,113.921327
353,nigahiga,21000000,4380564906.0,Entertainment,nigahiga,403,United States,US,Entertainment,1671,100,95,2476000.0,619.0,9900.0,7400.0,118900.0,0,1970-01-01 00:00:00.000002006,Jul,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
354,Rafa & Luiz,21000000,7762905663.0,Entertainment,Rafa & Luiz,2883,Brazil,BR,Entertainment,695,16,94,118410000.0,29600.0,473600.0,355200.0,5700000.0,400000,1970-01-01 00:00:00.000002015,Aug,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528
355,Lyrical Lemonade,21000000,10631638628.0,Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398,100,95,80062000.0,20000.0,320200.0,240200.0,3800000.0,100000,1970-01-01 00:00:00.000002013,Mar,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
356,Vlad and Niki IDN,21000000,9789121606.0,Unknown,Vlad and Niki IDN,498,United States,US,Entertainment,464,100,95,133362000.0,33300.0,533400.0,400100.0,6400000.0,300000,1970-01-01 00:00:00.000002018,Nov,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
357,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479.0,Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,6082,69,20,28588000.0,7100.0,114400.0,85800.0,1400000.0,100000,1970-01-01 00:00:00.000002013,Dec,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
358,Fatos Desconhecidos,20900000,3828000587.0,Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,2033,17,96,52330000.0,13100.0,209300.0,157000.0,2500000.0,100000,1970-01-01 00:00:00.000002013,Sep,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528
359,Brave Wilderness,20900000,4927879069.0,Pets & Animals,Brave Wilderness,982,United States,US,Animals,1396,100,2,2989000.0,0.0,0.0,0.0,0.0,100000,1970-01-01 00:00:00.000002014,Sep,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
360,LIV Crime,20900000,11058049885.0,People & Blogs,LIV Crime,9850,United States,US,People,372,100,17,383700000.0,95900.0,1500000.0,1200000.0,18400000.0,600000,1970-01-01 00:00:00.000002020,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
362,Romeo Santos,20900000,17324976752.0,Music,RomeoSantos,6,United States,US,Music,2595710,5417,4067,99.0,0.02,0.4,0.3,5.0,0,1970-01-01 00:00:00.000002006,Jul,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
363,Canal Canalha,20800000,1870608170.0,Comedy,Canal Canalha,288,Brazil,BR,Comedy,5407,18,18,23897000.0,6000.0,95600.0,71700.0,1100000.0,0,1970-01-01 00:00:00.000002011,Apr,8,51.3,212559417,12.08,183241641,-14.235004,-51.92528
364,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,20800000,2378448129.0,Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,Germany,DE,Education,3914,2,21,29269000.0,7300.0,117100.0,87800.0,1400000.0,100000,1970-01-01 00:00:00.000002013,Jul,9,70.2,83132799,3.04,64324835,51.165691,10.451526
365,Yoeslan,20700000,17963202261.0,Entertainment,Yoeslan,619,United States,US,Entertainment,146,101,96,874796000.0,218700.0,3500000.0,2600000.0,42000000.0,1000000,1970-01-01 00:00:00.000002020,Sep,26,88.2,328239523,14.7,270663028,37.09024,-95.712891
366,5-Minute Crafts DIY,20700000,5091618606.0,Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,1334,103,11,20012000.0,5000.0,80000.0,60000.0,960600.0,0,1970-01-01 00:00:00.000002018,Jan,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
367,Zach King,20700000,5410164682.0,Entertainment,Zach King,6,Unknown,Unknown,Entertainment,3997461,0,4664,125.0,0.03,0.5,0.38,6.0,10,1970-01-01 00:00:00.000002013,Jun,5,0.0,0,0.0,0,0.0,0.0
368,tuzelity SHUFFLE,20700000,8658941531.0,People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,570,3,18,552266000.0,138100.0,2200000.0,1700000.0,26500000.0,1600000,1970-01-01 00:00:00.000002015,Oct,26,81.9,144373535,4.59,107683889,61.52401,105.318756
369,NBA,20700000,12624879732.0,Sports,NBA,47926,United States,US,Sports,304,103,4,73025000.0,18300.0,292100.0,219100.0,3500000.0,0,1970-01-01 00:00:00.000002005,Nov,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
370,Deddy Corbuzier,20600000,4956090094.0,Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,3539124,4044,6217,85.0,0.02,0.34,0.26,4.0,1,1970-01-01 00:00:00.000002007,Jul,23,36.3,270203917,4.69,151509724,-0.789275,113.921327
371,Bizarrap,20600000,7657171980.0,Comedy,Bizarrap,83,Argentina,AR,Entertainment,711,8,98,193176000.0,48300.0,772700.0,579500.0,9300000.0,200000,1970-01-01 00:00:00.000002017,Jan,15,90.0,44938712,9.79,41339571,-38.416097,-63.616672
372,Avicii,20600000,10292874715.0,Music,Avicii,156,Sweden,SE,Music,421,1,92,81236000.0,20300.0,324900.0,243700.0,3900000.0,0,1970-01-01 00:00:00.000002009,Oct,28,67.0,10285453,6.48,9021165,60.128161,18.643501
373,Mnet K-POP,20500000,15038593883.0,Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,220,7,99,158540000.0,39600.0,634200.0,475600.0,7600000.0,100000,1970-01-01 00:00:00.000002006,Mar,9,94.3,51709098,4.15,42106719,35.907757,127.766922
374,LazarBeam,20500000,8768697257.0,Gaming,LazarBeam,1323,Australia,AU,Games,565,3,25,26082000.0,6500.0,104300.0,78200.0,1300000.0,0,1970-01-01 00:00:00.000002015,Jan,4,113.1,25766605,5.27,21844756,-25.274398,133.775136
375,Ninja Kidz TV,20500000,11009148579.0,Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377,104,99,195203000.0,48800.0,780800.0,585600.0,9400000.0,100000,1970-01-01 00:00:00.000002017,Feb,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
376,Totoy kids - Portuguï¿½,20400000,1796227417.0,Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,5673,19,24,39495000.0,9900.0,158000.0,118500.0,1900000.0,100000,1970-01-01 00:00:00.000002014,Dec,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528
377,Jake Paul,20400000,7311322368.0,People & Blogs,Jake Paul,1006,United States,US,People,778,105,19,14646000.0,3700.0,58600.0,43900.0,703000.0,100000,1970-01-01 00:00:00.000002013,Sep,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
378,Linkin Park,20400000,13397000296.0,Music,linkinpark,0,Afghanistan,AF,Games,4057944,1385,7136,0.0,0.0,0.0,0.0,0.0,12,1970-01-01 00:00:00.000002006,Nov,28,9.7,38041754,11.12,9797273,33.93911,67.709953
379,Vijay Television,20400000,29406206620.0,Entertainment,Vijay Television,51515,India,IN,Entertainment,43,70,100,907534000.0,226900.0,3600000.0,2700000.0,43600000.0,400000,1970-01-01 00:00:00.000002007,Feb,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
380,SlivkiShow,20400000,4707412332.0,Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,1489,1,100,28990000.0,7200.0,116000.0,87000.0,1400000.0,0,1970-01-01 00:00:00.000002012,Dec,11,82.7,44385155,8.88,30835699,48.379433,31.16558
381,Emiway Bantai,20400000,3579555124.0,Music,Emiway Bantai,239,India,IN,Music,2236,70,94,41289000.0,10300.0,165200.0,123900.0,2000000.0,100000,1970-01-01 00:00:00.000002013,May,3,28.1,1366417754,5.36,471031528,20.593684,78.96288
382,Got Talent Global,20300000,2441288701.0,Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,3750,15,101,86457000.0,21600.0,345800.0,259400.0,4100000.0,100000,1970-01-01 00:00:00.000002013,Jan,31,60.0,66834405,3.85,55908316,55.378051,-3.435973
383,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,20300000,11022391339.0,Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,Unknown,Unknown,Education,380,0,22,71777000.0,17900.0,287100.0,215300.0,3400000.0,200000,1970-01-01 00:00:00.000002018,Jul,22,0.0,0,0.0,0,0.0,0.0
384,BabyBus - Cerita & Lagu Anak-anak,20300000,11819051552.0,Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,332,10,22,112768000.0,28200.0,451100.0,338300.0,5400000.0,100000,1970-01-01 00:00:00.000002019,Jan,14,36.3,270203917,4.69,151509724,-0.789275,113.921327
385,Ami Rodriguez,20200000,2951914200.0,Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,2959,7,103,263864000.0,66000.0,1100000.0,791600.0,12700000.0,1600000,1970-01-01 00:00:00.000002009,Jul,20,55.3,50339443,9.71,40827302,4.570868,-74.297333
386,Noor Stars,20200000,2764127969.0,Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,3238,5,102,15556000.0,3900.0,62200.0,46700.0,746700.0,100000,1970-01-01 00:00:00.000002014,Apr,24,36.8,9770529,2.35,8479744,23.424076,53.847818
387,Family GamesTV,20200000,7066711323.0,Entertainment,FamilyGamesTV,0,Unknown,Unknown,Games,4057944,0,7492,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002012,Dec,29,0.0,0,0.0,0,0.0,0.0
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246.0,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780,71,23,113420000.0,28400.0,453700.0,340300.0,5400000.0,300000,1970-01-01 00:00:00.000002017,May,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
389,dednahype,20200000,20919403720.0,Comedy,dednahype,1935,Latvia,LV,Comedy,108,1,19,1245000000.0,311200.0,5000000.0,3700000.0,59800000.0,1200000,1970-01-01 00:00:00.000002020,Mar,20,88.1,1912789,6.52,1304943,56.879635,24.603189
390,Marta and Rustam,20200000,19694265358.0,Comedy,Marta and Rustam,761,United States,US,Comedy,126,106,20,452250000.0,113100.0,1800000.0,1400000.0,21700000.0,600000,1970-01-01 00:00:00.000002021,Jun,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
391,MiawAug,20200000,6098644584.0,Gaming,MiawAug,3713,Indonesia,ID,Games,1023,11,27,64489000.0,16100.0,258000.0,193500.0,3100000.0,200000,1970-01-01 00:00:00.000002014,Mar,15,36.3,270203917,4.69,151509724,-0.789275,113.921327
392,CookieSwirlC,20100000,23353115850.0,Entertainment,CookieSwirlC,3774,United States,US,Games,86,108,28,221702000.0,55400.0,886800.0,665100.0,10600000.0,200000,1970-01-01 00:00:00.000002013,Nov,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
393,Skrillex,20100000,6618524158.0,Music,Skrillex,241,United States,US,Music,905,108,95,25263000.0,6300.0,101100.0,75800.0,1200000.0,0,1970-01-01 00:00:00.000002010,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
394,AuthenticGames,20100000,8920141342.0,Gaming,AuthenticGames,4974,Brazil,BR,Games,549,20,28,5420000.0,1400.0,21700.0,16300.0,260200.0,0,1970-01-01 00:00:00.000002011,Oct,7,51.3,212559417,12.08,183241641,-14.235004,-51.92528
395,Robin Hood Gamer,20100000,10366850490.0,Entertainment,Homem Aranha player,0,Unknown,Unknown,Games,4057944,0,7471,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002013,Mar,16,0.0,0,0.0,0,0.0,0.0
396,Pencilmation,20100000,11317309935.0,Film & Animation,Pencilmation,1481,United States,US,Entertainment,366,109,104,14862000.0,3700.0,59400.0,44600.0,713400.0,100000,1970-01-01 00:00:00.000002007,Feb,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
397,7clouds,20100000,14816075927.0,Music,7clouds,2384,United States,US,Music,227,108,95,276751000.0,69200.0,1100000.0,830300.0,13300000.0,300000,1970-01-01 00:00:00.000002013,May,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
398,5-Minute Crafts PLAY,20100000,6119294270.0,Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,1014,108,12,105784000.0,26400.0,423100.0,317400.0,5100000.0,100000,1970-01-01 00:00:00.000002017,Oct,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
399,Marvel Entertainment,20100000,5634695322.0,Entertainment,MarvelEntertainment,1,United States,US,Film,4054962,6143,4024,63.0,0.02,0.25,0.19,3.0,30,1970-01-01 00:00:00.000002011,May,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
400,BuzzFeedVideo,20100000,17913237851.0,People & Blogs,BuzzFeedVideo,7737,United States,US,People,150,108,20,9112000.0,2300.0,36400.0,27300.0,437400.0,0,1970-01-01 00:00:00.000002011,Aug,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
401,REACT,20000000,13154314376.0,Entertainment,REACT,4339,United States,US,Entertainment,281,109,104,23206000.0,5800.0,92800.0,69600.0,1100000.0,0,1970-01-01 00:00:00.000002007,Jun,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
402,Vevo,20000000,559765455.0,Music,Vevo,1527,United States,US,Music,22747,109,96,1331000.0,333.0,5300.0,4000.0,63900.0,0,1970-01-01 00:00:00.000002006,Apr,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
403,Gordon Ramsay,20000000,3875172235.0,Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,2001,16,104,39228000.0,9800.0,156900.0,117700.0,1900000.0,200000,1970-01-01 00:00:00.000002006,Apr,29,60.0,66834405,3.85,55908316,55.378051,-3.435973
404,Pentatonix,20000000,6033295543.0,Music,pentatonix,1,Canada,CA,Entertainment,4051673,4072,6742,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002006,Mar,9,68.9,36991981,5.56,30628482,56.130366,-106.346771
405,Green Gold TV - Official Channel,20000000,9715291883.0,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473,72,104,70278000.0,0.0,0.0,0.0,0.0,100000,1970-01-01 00:00:00.000002011,Jul,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
406,Gusttavo Lima Oficial,19900000,13917423958.0,Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,258,21,97,214803000.0,53700.0,859200.0,644400.0,10300000.0,100000,1970-01-01 00:00:00.000002010,Nov,9,51.3,212559417,12.08,183241641,-14.235004,-51.92528
407,HaerteTest,19800000,3234880084.0,Science & Technology,HaerteTest,1411,Germany,DE,Tech,2583,3,6,5650000.0,1400.0,22600.0,17000.0,271200.0,0,1970-01-01 00:00:00.000002011,Sep,6,70.2,83132799,3.04,64324835,51.165691,10.451526
408,Crafty Panda,19800000,5759442450.0,People & Blogs,Crafty Panda,760,United States,US,Entertainment,1120,111,105,6137000.0,1500.0,24500.0,18400.0,294600.0,100000,1970-01-01 00:00:00.000002017,Dec,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
409,SOMOY TV,19800000,12293479945.0,News & Politics,TIME NEWS,9930,United States,US,News,1291541,2251,1555,16229.0,4.0,65.0,49.0,779.0,0,1970-01-01 00:00:00.000002013,Nov,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
410,JennaMarbles,19700000,1803249241.0,Comedy,JennaMarbles,250,United States,US,Comedy,5665,112,21,3769000.0,942.0,15100.0,11300.0,180900.0,0,1970-01-01 00:00:00.000002010,Feb,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
411,Troom Troom Es,19700000,7452667615.0,People & Blogs,Troom Troom Es,2912,Unknown,Unknown,Howto,747,0,13,29387000.0,7300.0,117500.0,88200.0,1400000.0,100000,1970-01-01 00:00:00.000002016,Feb,5,0.0,0,0.0,0,0.0,0.0
412,Official Pink Panther,19700000,10955619815.0,Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414,7741,7494,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002011,Oct,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
413,Britain's Got Talent,19700000,11323617496.0,Entertainment,Britain's Got Talent,4225,United Kingdom,GB,Entertainment,364,17,106,54192000.0,13500.0,216800.0,162600.0,2600000.0,100000,1970-01-01 00:00:00.000002008,Apr,12,60.0,66834405,3.85,55908316,55.378051,-3.435973
414,SCTV,19700000,9808676159.0,Entertainment,SCTV,267,United Kingdom,GB,Music,2831648,3695,4668,336.0,0.08,1.0,1.0,16.0,0,1970-01-01 00:00:00.000002006,Mar,25,60.0,66834405,3.85,55908316,55.378051,-3.435973
415,AS Gaming,19600000,2851024430.0,Gaming,ASGaming,17,United States,US,Games,3857915,7711,7464,23.0,0.01,0.09,0.07,1.0,0,1970-01-01 00:00:00.000002009,Mar,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
416,Sony AATH,19600000,13930021471.0,Shows,Sony AATH,18661,United States,US,Entertainment,257,112,106,274212000.0,68600.0,1100000.0,822600.0,13200000.0,300000,1970-01-01 00:00:00.000002013,Nov,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
417,tabii Urdu,19600000,8779729549.0,Entertainment,tabii Urdu,1306,Turkey,TR,Entertainment,562,3,107,110806000.0,27700.0,443200.0,332400.0,5300000.0,100000,1970-01-01 00:00:00.000002020,Apr,17,23.9,83429615,13.49,63097818,38.963745,35.243322
418,DaFuq!?Boom!,19600000,7906181776.0,Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,656,112,106,2304000000.0,576000.0,9200000.0,6900000.0,110600000.0,6700000,1970-01-01 00:00:00.000002016,Jun,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
419,Clash of Clans,19600000,3961318438.0,Gaming,Clash of Clans,674,United States,US,Games,1934,113,30,22292000.0,5600.0,89200.0,66900.0,1100000.0,0,1970-01-01 00:00:00.000002013,Jan,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
